clip_id,sentence
dz1K0E0eewQ_14-5-rgb_front,Meet the lid to up to the crease.
dz1K0E0eewQ_22-5-rgb_front,It's not a big deal.
dz1K0E0eewQ_23-5-rgb_front,Open.
dz1K0E0eewQ_24-5-rgb_front,I'm going to do it a little darker since it's an evening look.
dz1K0E0eewQ_26-5-rgb_front,There we go.
dz1K0E0eewQ_3-5-rgb_front,"Kind of like in the plums, eggplants."
dz1K0E0eewQ_5-5-rgb_front,There's so many you could use.
dz1K0E0eewQ_6-5-rgb_front,"You could use one that's more lavender, more bronze."
dzctDQsw2dk_2-8-rgb_front,And we're once again going to use a hydrating mask.
dzctDQsw2dk_3-8-rgb_front,So we're going to go ahead and apply the mask in light strokes.
e5HYroYJ9pk_1-8-rgb_front,Well how to improve perception of what?
e5HYroYJ9pk_2-8-rgb_front,"Well people, places, things, ideas."
e5HYroYJ9pk_3-8-rgb_front,What is perception?
e5HYroYJ9pk_5-8-rgb_front,Perception can get in the way of our communication.
e5HYroYJ9pk_6-8-rgb_front,It can get in the way of our relationships.
e5SqBxoPVzw_7-5-rgb_front,Stay safe and we'll see you next time.
e6kaamScxwY_11-8-rgb_front,So now we see our image is colored.
e9KEGfUEhMk_11-5-rgb_front,And then check myself again.
e9KEGfUEhMk_19-5-rgb_front,And we'll be doing that next.
e9KEGfUEhMk_7-5-rgb_front,And I'm going to check it again.
e9KEGfUEhMk_9-5-rgb_front,Which means we're closer than we were before.
e9UWZ3kkA7Y_11-8-rgb_front,"I'll demonstrate with my hand, lift, flip up, and make the cast."
e9UWZ3kkA7Y_13-8-rgb_front,See the elliptical motion of the hand?
e9UWZ3kkA7Y_15-8-rgb_front,"Now, I'll demonstrate."
e9UWZ3kkA7Y_16-8-rgb_front,"Low, there's our cast."
e9UWZ3kkA7Y_18-8-rgb_front,"And, we make our perfect stop."
e9UWZ3kkA7Y_19-8-rgb_front,The wind is going to carry our forward cast.
e9UWZ3kkA7Y_20-8-rgb_front,"So, it's, and that's how we are able to fish in all types of wind."
e9UWZ3kkA7Y_21-8-rgb_front,You will be a good fly fisher.
e9UWZ3kkA7Y_3-8-rgb_front,We do that mainly with the body and dropping the rod.
e9UWZ3kkA7Y_4-8-rgb_front,"Up, now see how we get underneath."
e9UWZ3kkA7Y_5-8-rgb_front,We go low to the ground.
e9UWZ3kkA7Y_6-8-rgb_front,"By doing that, we cut underneath the wind."
e9UWZ3kkA7Y_8-8-rgb_front,"O.k, we're going to use the same analogy, now, except now, it's going to be in reverse."
eANyqXdSpSk_2-5-rgb_front,My fingers over here are tight.
eANyqXdSpSk_3-5-rgb_front,They're pointing towards the ear.
eANyqXdSpSk_5-5-rgb_front,This can be done very light.
eANyqXdSpSk_7-5-rgb_front,It's great for headaches.
eAWErqR6vtQ_1-8-rgb_front,Itâs a nice icebreaker for a group.
eAWErqR6vtQ_13-8-rgb_front,So this is a game that should be played fast.
eAWErqR6vtQ_2-8-rgb_front,Itâs called Zip Zap Zop.
eAWErqR6vtQ_5-8-rgb_front,So itâs a lot like the game Pass the Clap.
eAWErqR6vtQ_8-8-rgb_front,That person's going to look at somebody else and say zop.
eBrlZcccILg_0-3-rgb_front,"Alright jump and justify expert, here we go."
eBrlZcccILg_1-3-rgb_front,"Well, welcome to the show, so good to have you here."
eBrlZcccILg_12-3-rgb_front,"Oh, I didn't know that."
eBrlZcccILg_13-3-rgb_front,Yes.
eBrlZcccILg_14-3-rgb_front,"And, the stock market crash?"
eBrlZcccILg_16-3-rgb_front,Like the pipe piper.
eBrlZcccILg_18-3-rgb_front,That is fascinating.
eBrlZcccILg_19-3-rgb_front,I had no idea.
eBrlZcccILg_2-3-rgb_front,Welcome to Music to My Ears.
eBrlZcccILg_20-3-rgb_front,"Now, one more question."
eBrlZcccILg_21-3-rgb_front,Sure.
eBrlZcccILg_23-3-rgb_front,Ha ha.
eBrlZcccILg_25-3-rgb_front,"Wow, well we'll have to do that when we come back from break."
eBrlZcccILg_26-3-rgb_front,Yes.
eBrlZcccILg_27-3-rgb_front,What a wonderful.
eBrlZcccILg_29-3-rgb_front,Your very welcome.
eBrlZcccILg_30-3-rgb_front,"OK, scene."
eBrlZcccILg_32-3-rgb_front,And we also learned about the leg flute.
eBrlZcccILg_33-3-rgb_front,The leg flute.
eBrlZcccILg_34-3-rgb_front,So that is jump and justify expert.
eBrlZcccILg_6-3-rgb_front,"Tell me, how did you get interested in flutes."
eBrlZcccILg_8-3-rgb_front,"Well that's nice, a little family story there."
eDUXnSkhCi8_1-5-rgb_front,You have to dribble and move.
eDUXnSkhCi8_3-5-rgb_front,Or you can take a dribble and shoot.
eGHj55105uM_10-5-rgb_front,So as you turn it it turns.
eGHj55105uM_11-5-rgb_front,Base plate campuses has a little dial.
eGHj55105uM_14-5-rgb_front,"You just need to know which way is north, south, east, west."
eGHj55105uM_6-5-rgb_front,It helps you to take a bearing off of something.
eGHj55105uM_8-5-rgb_front,This right here is a lensatic campus.
eGLS5AY_TEw_8-8-rgb_front,Showing you the figure 8 drill.
eI1zf6vSM-g_2-8-rgb_front,It could just make a bad situation even worse.
eI9bNFa07x4_18-8-rgb_front,And we will be doing that next.
eI9bNFa07x4_3-8-rgb_front,And they're going to correspond with these pins that are on the wheel.
eI9bNFa07x4_4-8-rgb_front,We're going to attach this.
eI9bNFa07x4_6-8-rgb_front,And there's still some nice wet clay on there.
eI9bNFa07x4_9-8-rgb_front,"The bat needs to be a little bit wet, but not too wet."
eIOmY6ub-I0_1-5-rgb_front,I have my meat here.
eIOmY6ub-I0_10-5-rgb_front,I didn't do that.
eIOmY6ub-I0_11-5-rgb_front,My mom does that.
eIOmY6ub-I0_2-5-rgb_front,Look how it's now boiling like that.
eIOmY6ub-I0_6-5-rgb_front,Look at that.
eJIeFdrw4hM_3-8-rgb_front,"Well, there's some several things that you could do."
eJyZBuKIkk8_1-1-rgb_front,Let's take a look.
eJyZBuKIkk8_13-1-rgb_front,We'll just go back and forth between those two positions.
eJyZBuKIkk8_15-1-rgb_front,And slowly together they sound like this.
eJyZBuKIkk8_16-1-rgb_front,And you just repeat.
eJyZBuKIkk8_17-1-rgb_front,To speed it sound like this.
eJyZBuKIkk8_2-1-rgb_front,"Now this is a really good hammer-on pull off exercise, okay?"
eJyZBuKIkk8_3-1-rgb_front,It's all going to occur on the B string--okay?
eJyZBuKIkk8_7-1-rgb_front,"Hammer-on, pull off, 7th fret, pull off, 4th, open, 7th, open."
eJyZBuKIkk8_9-1-rgb_front,I'll tell you that slowly with me.
eK4B85cNKOo_16-8-rgb_front,A lot of people like these.
eK4B85cNKOo_2-8-rgb_front,Some people use regular human nail trimmers.
eK4B85cNKOo_8-8-rgb_front,These types of trimmers are my favorite.
eK4B85cNKOo_9-8-rgb_front,They have a little bit of a wider jaw in them.
eMhscu5bckc_6-5-rgb_front,Okay?
eOCzDL-1dOw_9-1-rgb_front,"Usually, these guys are tend to be a little bit flighty though this one's being very, very, well behaved for me."
eQK8aUVlgXw_2-5-rgb_front,Mostly every wood out there.
eRlK5VRBfNY_1-3-rgb_front,It's a different type of throw.
eS8QaBYoDU0_3-9-rgb_front,"And wherever they take the ball, one hand needs to be there."
eS8QaBYoDU0_8-9-rgb_front,And don't forget the distraction.
eS8QaBYoDU0_9-9-rgb_front,Because all that's good too.
eSKKvQaZVHk_3-5-rgb_front,"Okay, that looks good."
eSzXQQUgH1A_14-5-rgb_front,What's the organizational pattern?
eSzXQQUgH1A_4-5-rgb_front,"First of all, eye contact."
eSzXQQUgH1A_9-5-rgb_front,"Also, gesturing."
eTtHXMC1Tco_10-5-rgb_front,It's going to make the waist look smaller.
eTtHXMC1Tco_5-5-rgb_front,It's going to draw the eye to that area of the body.
eUMcnlp5jNs_10-5-rgb_front,So you'll need to have some paper.
eUMcnlp5jNs_11-5-rgb_front,I use gridded paper.
eUMcnlp5jNs_3-5-rgb_front,I'm going to be working with a pen.
eUMcnlp5jNs_9-5-rgb_front,So we're going to be starting there.
eUP1a-9q2aA_1-8-rgb_front,"Okay, insert your naughty joke here."
eUP1a-9q2aA_11-8-rgb_front,"Thus, passing the clap."
eUP1a-9q2aA_15-8-rgb_front,"The faster you go, the more challenging and exciting it will be."
eUP1a-9q2aA_16-8-rgb_front,That's where the risk is that's where the fun is.
eUP1a-9q2aA_17-8-rgb_front,"So, hopefully it's going really fast."
eUP1a-9q2aA_18-8-rgb_front,Passing back and forth.
eUP1a-9q2aA_19-8-rgb_front,Zoom zoom zoom around the circle.
eUP1a-9q2aA_2-8-rgb_front,"Alright, it's pass the clap."
eUP1a-9q2aA_3-8-rgb_front,"It's simple, it's classic."
eUP1a-9q2aA_4-8-rgb_front,It's so portable.
eUP1a-9q2aA_5-8-rgb_front,You can use it any time.
eUP1a-9q2aA_7-8-rgb_front,Pass the clap.
eUP1a-9q2aA_9-8-rgb_front,The classic improv formation.
eUkBa7h9VGM_5-5-rgb_front,I like using a press.
eUtZatstDh4_2-5-rgb_front,What's the importance of it?
eYT03gNpayI_11-8-rgb_front,This was one of my first wheels.
eYT03gNpayI_12-8-rgb_front,"You sit down on it, and you kick it as fast as you can."
eYT03gNpayI_15-8-rgb_front,It has really nice ball bearings.
eYT03gNpayI_16-8-rgb_front,"Splash pans - it has a really nice, easy splash pan to take off and on."
eYT03gNpayI_6-8-rgb_front,Plus you might hurt yourself.
eYT03gNpayI_8-8-rgb_front,They all have an on and off switch.
eYwnPtrnsWw_1-8-rgb_front,I used a pretty soft pencil to do this drawing.
eYwnPtrnsWw_21-8-rgb_front,It doesn't have a lot of detail to it.
eYwnPtrnsWw_25-8-rgb_front,So that's what I have to tell you about drawing hair.
eYwnPtrnsWw_27-8-rgb_front,Practice drawing hair then you'll get good at it.
eZampqelfrw_11-4-rgb_front,The next step we're going to look at is if there's any cut edges.
eZampqelfrw_13-4-rgb_front,"So this is fake, this is real."
eZampqelfrw_2-4-rgb_front,"So the first tip we're going to do, and this seems really easy and it's actually not always possible, but just look at the label, see if it says ""leather""."
e_S9g_NKlvY_14-8-rgb_front,That's what?s in the middle of the blanket.
e_S9g_NKlvY_4-8-rgb_front,So you're going to choose something that is measured in ounces or grams.
e_S9g_NKlvY_7-8-rgb_front,"Say for instance, 8 ounces is about equivalent to 220 grams of insulation."
e_S9g_NKlvY_8-8-rgb_front,Just so you have something to compare against.
e_S9g_NKlvY_9-8-rgb_front,That's what?s going to keep your horse warm.
ebl8tXLXops_1-8-rgb_front,"First of all, there's several concepts you need to understand."
ebl8tXLXops_11-8-rgb_front,"Now, that's an important point."
ebl8tXLXops_14-8-rgb_front,"I'm Greg Lawrence, and that's how you jump on a wakeboard."
ebl8tXLXops_3-8-rgb_front,It's actually done by the edge of the board.
ebl8tXLXops_6-8-rgb_front,"In fact, you want to push with your heels only."
ecerzCFJ7xg_1-8-rgb_front,It requires coordination.
ecerzCFJ7xg_10-8-rgb_front,"One, two, three, it's a fist."
ecerzCFJ7xg_2-8-rgb_front,It takes time with African dance.
ecerzCFJ7xg_3-8-rgb_front,"If you don't get it automatically, that's okay."
ecerzCFJ7xg_7-8-rgb_front,So we're going to go up.
edhG6Fflhtg_1-8-rgb_front,You can do the step touch to the front to the side and to the back.
edhG6Fflhtg_10-8-rgb_front,"Step, touch."
edhG6Fflhtg_11-8-rgb_front,"Step, touch."
edhG6Fflhtg_2-8-rgb_front,We're going to start in the front.
edhG6Fflhtg_3-8-rgb_front,Make sure you're in good posture.
edhG6Fflhtg_4-8-rgb_front,What you want to do is make sure your knees are bent.
edhG6Fflhtg_5-8-rgb_front,Chest is lifted we're going to bring one foot forward and touch.
edhG6Fflhtg_6-8-rgb_front,When you touch just put a little weight into it.
edhG6Fflhtg_8-8-rgb_front,"So again when you come forward step, touch."
edhG6Fflhtg_9-8-rgb_front,Just put a little weight into it when you touch.
eefsk97G-44_10-5-rgb_front,They're too delicate.
eefsk97G-44_3-5-rgb_front,"The tiger tail, do not use scissors."
eefsk97G-44_4-5-rgb_front,You will ruin your scissors.
eefsk97G-44_7-5-rgb_front,Do not use scissors.
eefsk97G-44_8-5-rgb_front,"With memory wire, it's way thicker."
egEQrOLjKxc_1-8-rgb_front,Now the zoom control is right over here.
egEQrOLjKxc_11-8-rgb_front,If you go to the right it moves it in.
egEQrOLjKxc_6-8-rgb_front,To zoom out you push to the left hand side.
ewTRUmG6X3g_0-8-rgb_front,There are many different variations of snake arms.
ewTRUmG6X3g_15-8-rgb_front,"Up and down, again elbow, wrist, elbow, wrist."
ewTRUmG6X3g_18-8-rgb_front,"One, two, switch, three."
ewTRUmG6X3g_2-8-rgb_front,We are going to go over a low snake arm.
ewTRUmG6X3g_7-8-rgb_front,Then the elbow is going to drop.
ewTRUmG6X3g_8-8-rgb_front,Then the wrist is going to drop.
exmbwktwuLs_7-5-rgb_front,You an pick this up at a cleaning supply store for $15 to $20.
exoR8fu9q4M_17-8-rgb_front,"It's going to look like an L, OK."
exoR8fu9q4M_19-8-rgb_front,That's what happens on your legs in the hurdle part of diving.
exoR8fu9q4M_3-8-rgb_front,"Here's what we just talked about, pointing the feet ant the toes."
exoR8fu9q4M_4-8-rgb_front,Now we'll talk about your legs.
exoR8fu9q4M_5-8-rgb_front,"This is a really tricky part, OK."
exoR8fu9q4M_9-8-rgb_front,So I'm pushing the board down with this leg.
ey9K0GWYkSI_1-8-rgb_front,"I'm going to use loose powder today, so I have this loose powder brush."
ey9K0GWYkSI_14-8-rgb_front,Everyone might have something closer to this at their house.
ey9K0GWYkSI_15-8-rgb_front,You would use it the same way.
ey9K0GWYkSI_16-8-rgb_front,Just swirl it in the powder.
ey9K0GWYkSI_6-8-rgb_front,That's good.
ey9K0GWYkSI_7-8-rgb_front,I'm going to lightly tap the brush into the powder.
ey9K0GWYkSI_8-8-rgb_front,Tap off some of the excess and just lightly go over the entire face.
eyRb0KhjU3I_6-5-rgb_front,It is still alright.
eyRb0KhjU3I_9-5-rgb_front,So we try to avoid that.
ez2bCEZMTgc_12-5-rgb_front,Nothing.
ez2bCEZMTgc_13-5-rgb_front,You can always get voicemail.
ez2bCEZMTgc_14-5-rgb_front,That's why they have them.
ez2bCEZMTgc_5-5-rgb_front,They're everywhere in our life.
ez2bCEZMTgc_6-5-rgb_front,We use them all the time.
ez9_he04234_0-8-rgb_front,"So this super complicated dial, knob, over hear."
ez9_he04234_3-8-rgb_front,Because it's normal and I'm normal I guess.
ez9_he04234_6-8-rgb_front,Am I regular?
ez9_he04234_7-8-rgb_front,"Or am, it's just like fourteen, ten, or six."
ez9_he04234_8-8-rgb_front,"So heavy, regular, and whatnot."
ezKICyY-HKY_20-2-rgb_front,So you're just going to pull your hair out.
ezKICyY-HKY_22-2-rgb_front,You will do this for the rest of your hair.
ezKICyY-HKY_24-2-rgb_front,And that is tips on drying your hair.
ezvP_trD6O8_8-5-rgb_front,And that's how I do it most of the time.
f1R7MZSlOOg_10-5-rgb_front,It is a great dinner for tonight.
f3A9L7yGmEM_1-3-rgb_front,Why do we practice?
f3A9L7yGmEM_13-3-rgb_front,The good back swing and a good forward swing.
f3A9L7yGmEM_16-3-rgb_front,All you need is one consistent swing.
f3A9L7yGmEM_17-3-rgb_front,Does this sound simple?
f3A9L7yGmEM_18-3-rgb_front,"Well let me tell you something, it is simple."
f3A9L7yGmEM_19-3-rgb_front,Itâs called the kiss method.
f3A9L7yGmEM_2-3-rgb_front,Why do we work on our game?
f3A9L7yGmEM_20-3-rgb_front,Keep it simple stupid.
f3A9L7yGmEM_21-3-rgb_front,Why?
f3A9L7yGmEM_22-3-rgb_front,Because the physical part of the game is not the hard part.
f3A9L7yGmEM_23-3-rgb_front,Golf is a brain game.
f3A9L7yGmEM_24-3-rgb_front,You have to think the ball around the course.
f3A9L7yGmEM_3-3-rgb_front,Why do we do all the things we do?
f3A9L7yGmEM_31-3-rgb_front,"If you keep it simple, develop one really good response."
f3A9L7yGmEM_32-3-rgb_front,"I promise you, you can overcome those obstacles."
f49dpJCNEfQ_2-5-rgb_front,"We have nice, pretty hair here."
f49dpJCNEfQ_7-5-rgb_front,"You want to take it and brush it, make it neat."
f49dpJCNEfQ_8-5-rgb_front,This is actually in the middle of the head.
f6LINKBu7io_1-8-rgb_front,"First of all, new oil."
f6LINKBu7io_12-8-rgb_front,This is waste vegetable oil.
f6LINKBu7io_13-8-rgb_front,This is oil that came from a restaurant.
f6LINKBu7io_15-8-rgb_front,But we can still make biodiesel from it.
f6LINKBu7io_3-8-rgb_front,"It's really, really, really expensive."
f6LINKBu7io_5-8-rgb_front,I don't know about you but that's a little bit more than diesel fuel right now.
f6LINKBu7io_7-8-rgb_front,"Used oil, cheap, cheap, cheap."
f6LINKBu7io_9-8-rgb_front,"Now, I want to show you what the difference looks like."
f6SJe6s7FBQ_10-8-rgb_front,I will never put them away if they are sandy.
f6SJe6s7FBQ_13-8-rgb_front,That's the big thing about it.
f6SJe6s7FBQ_6-8-rgb_front,"Go over here to this other one, do the same thing."
f6rSeB4glE8_2-8-rgb_front,"Now, let's see how the minus sign works."
f8ShD9YwEfo_13-2-rgb_front,There should be an on and off switch.
f8ShD9YwEfo_14-2-rgb_front,"Flip that, it's like flipping a breaker in your house."
f8ShD9YwEfo_15-2-rgb_front,It'll shut off the computer.
f8ShD9YwEfo_16-2-rgb_front,"Granted, it's not the best way to do it."
f8ShD9YwEfo_20-2-rgb_front,Most of the times you can unplug the cord from the back of the computer.
f8ShD9YwEfo_26-2-rgb_front,But that should fix it in most situations.
f8ShD9YwEfo_8-2-rgb_front,And that might unfreeze your computer and allow you to shut it down normally.
f9OsarAxuIQ_14-8-rgb_front,Ask questions.
f9OsarAxuIQ_5-8-rgb_front,"The way to choose the proper one, is to figure out where you are driving from."
f9OsarAxuIQ_6-8-rgb_front,Do you drive in town only?
f9OsarAxuIQ_7-8-rgb_front,Are the streets plowed very well?
f9OsarAxuIQ_8-8-rgb_front,Do you have a lot of snow?
fAtXQBL65O8_0-5-rgb_front,Bras are bras.
fAtXQBL65O8_10-5-rgb_front,It's a sports bra with a dip.
fAtXQBL65O8_12-5-rgb_front,But it's all one piece.
fAtXQBL65O8_16-5-rgb_front,The chest part dips.
fAtXQBL65O8_17-5-rgb_front,Figure out where you want it to dip.
fAtXQBL65O8_18-5-rgb_front,Obviously in the middle of the chest.
fAtXQBL65O8_21-5-rgb_front,And then do your design variations.
fAtXQBL65O8_22-5-rgb_front,And there you go.
fAtXQBL65O8_8-5-rgb_front,It's going to be all one piece.
fAtXQBL65O8_9-5-rgb_front,There's no mid section.
fB33NsuFbV0_5-1-rgb_front,This is going to be great in case you are really cold.
fCF65sNmII8_1-3-rgb_front,Even when it comes to drinking.
fCF65sNmII8_2-3-rgb_front,How are you?
fCF65sNmII8_8-3-rgb_front,You can find it almost anywhere.
fCk8Md58LK4_10-4-rgb_front,"""Yes or we could go out to eat""."
fCk8Md58LK4_12-4-rgb_front,"""Yes or we could sky dive."""
fCk8Md58LK4_13-4-rgb_front,"""Yes or we could go spelunking."""
fCk8Md58LK4_17-4-rgb_front,You can see really quickly what happens to the conversation.
fCk8Md58LK4_19-4-rgb_front,It probably looks like it isn't going to happen.
fCk8Md58LK4_25-4-rgb_front,"So, this is a little ""yes, or"" demonstration."
fDph69wPVBA_10-8-rgb_front,So you tell me when.
fDph69wPVBA_11-8-rgb_front,"Keep going, keep going, it feels really good."
fEHjV8vc66w_12-8-rgb_front,"Forward, six, seven, eight."
fEHjV8vc66w_13-8-rgb_front,"And back, front, back."
fEHjV8vc66w_14-8-rgb_front,And I'll do it from the side so you can see.
fEHjV8vc66w_15-8-rgb_front,Switch it forward just a little faster.
fEHjV8vc66w_18-8-rgb_front,"Back two, three, back two, three."
fEHjV8vc66w_19-8-rgb_front,Good.
fEHjV8vc66w_6-8-rgb_front,Good.
fEHjV8vc66w_7-8-rgb_front,Now we're going to switch it to going forward.
fEHjV8vc66w_8-8-rgb_front,Slow it down.
fEHjV8vc66w_9-8-rgb_front,"Six, seven, eight."
fFc9HA0XHvY_3-5-rgb_front,We want to drive through the ball.
fFc9HA0XHvY_8-5-rgb_front,Once again using right and left foot.
fFk8oRYSMq0_12-5-rgb_front,Do these things to make her feel special.
fFk8oRYSMq0_16-5-rgb_front,"Buying here chocolates, buying her flowers."
fFk8oRYSMq0_29-5-rgb_front,"So, have a dialog there."
fFk8oRYSMq0_30-5-rgb_front,"Be prepared to give, and ultimately you'll receive."
fFk8oRYSMq0_32-5-rgb_front,There's other things that you can do.
fFk8oRYSMq0_33-5-rgb_front,Attend workshops.
fFk8oRYSMq0_37-5-rgb_front,And that's how you pamper your wife.
fFk8oRYSMq0_8-5-rgb_front,Have a dialog with your wife.
fFk8oRYSMq0_9-5-rgb_front,Ask her what it is that makes her feel special.
fFoY25BAiec_3-8-rgb_front,She had to learn about to understand what it was that she had brought through.
fFoY25BAiec_5-8-rgb_front,Because she could see energy.
fGOgdMxbrbk_10-3-rgb_front,This diamond is D in color.
fGOgdMxbrbk_16-3-rgb_front,Thank you.
fH5XOSfcoIk_3-5-rgb_front,What's the purpose of the jeans?
fH5XOSfcoIk_4-5-rgb_front,Are you looking for something designer?
fH5XOSfcoIk_5-5-rgb_front,Or something just casual and every day?
fHPQ0WYfLmI_0-5-rgb_front,"Hi, my name's Tim Cole."
